id,peso,entrada_tsotsil,tipo_abreviado,tipo_palabra,categoria_general,traduccion_espanol,uso_o_ejemplo,region_abreviada,region,vease,nota_parentesis,transcripcion_original
5294,168,ta xmoch'q'uij ta chamel,,,variante dialectal,se,,Zin,Zinacantán,ta xpas ta pecta,,ta xmoch'q'uij ta chamel Zin se paraliza Véase ta xpas ta pecta
5295,168,ta xmolib,vi,verbo intransitivo,verbo,envejece,,,,mol ta xmucul-c'opoj; ta stsajtsaj-ctopoj,,"ta xmolib vi envejece Véase mol ta xmucul-c'opoj Ch/en murmura, susurra Véase ta stsajtsaj-ctopoj"
5296,168,ta xmuc'ul jutuc,,,variante dialectal,"convalece, se",,Ch'en,Chenalhó,ta xmeltsaj,,"ta xmuc'ul jutuc Ch'en convalece, se mejora, se compone Véase ta xmeltsaj"
5297,168,ta xmuib,vi,verbo intransitivo,verbo,se pone sabrosa. Yacal,,,,mu,,ta xmuib vi se pone sabrosa. Yacal xa ta xmuib li ve'lile. La comida ya se está poniendo sabrosa. Véase mu
5298,168,ta xmulav,vi,verbo intransitivo,verbo,"adultera, comete",,,,mulil,,"ta xmulav vi adultera, comete adulterio Véase mulil"
5299,168,ta xmuquij,vi,verbo intransitivo,verbo,se mete p.ej. enel,Li buch'u sna' xnuxij ta xmuquij ta jo'.,,,mucul,,"ta xmuquij vi se mete p.ej. enel agua, se entierra: enterrarse, se tapa p.ej. con polvo. Li buch'u sna' xnuxij ta xmuquij ta jo'. Los que saben nadar se meten dentro del agua. Véase mucul"
5300,168,ta xmuq!uib,vi,verbo intransitivo,verbo,se agranda. Mi,,,,muc' 180,,ta xmuq!uib vi se agranda. Mi chats'ites li anae ta xmuq'uib. Si le añades otro cuarto a tu casa se va a agrandar más. Véase muc' 180
5301,168,ta xmuts,vi,verbo intransitivo,verbo,se encoge. Ta xmuts li,Ta xmuts li yach'-c'u' li quereme yu'un chchuc'bat yu'un sme'.,,,mutsel,,ta xmuts vi se encoge. Ta xmuts li yach'-c'u' li quereme yu'un chchuc'bat yu'un sme'. Se va a encoger la camisa del niño porque su mamá la está lavando. Véase mutsel
5302,168,ta xmuy,vi,verbo intransitivo,verbo,sube. Li jtote ta xmuy,Li jtote ta xmuy ta te'el-on yu'un ta stulbe li sate.,,,"muyel ta xmuyubaj, ta xmuyibaj, ta xmuybaj vi se alegra, regocija, goza; muyubtasel",,"ta xmuy vi sube. Li jtote ta xmuy ta te'el-on yu'un ta stulbe li sate. Mi papá se va a subir al árbol de aguacate para cortar los frutos. Véase muyel ta xmuyubaj, ta xmuyibaj, ta xmuybaj vi se alegra, regocija, goza Véase muyubtasel"
5303,168,ta xmuyubaj yutun,,,variante dialectal,lo complace,,Cham,Chamula,ta spatbe yo'on,,ta xmuyubaj yutun Cham lo complace Véase ta spatbe yo'on
5304,168,ta xnab,,,variante dialectal,se pega,,Ch'en,Chenalhó,ta xnap!,,ta xnab Ch'en se pega Véase ta xnap!
5305,168,ta xnaiv,vi,verbo intransitivo,verbo,está construyendo casa,,,,ma,construir,ta xnaiv vi está construyendo casa (construir) Véase ma
5306,168,ta xnamaj,vi,verbo intransitivo,verbo,se aleja. Li quereme ta,Li quereme ta xnamaj ech'el li ta ca'e yu'un ta xi' o.,,,nom,,ta xnamaj vi se aleja. Li quereme ta xnamaj ech'el li ta ca'e yu'un ta xi' o. El niño se aleja del caballo porque le tiene miedo. Véase nom
5307,168,ta xnap!,vi,verbo intransitivo,verbo,1. se pega. Q'uejie li,,,,nap'el,,"ta xnap! vi 1. se pega. Q'uejie li noe, mi mo'oje ta xnap' ta chab. Quiten de allí el hilo, si no, se va a pegar con la cera. 2. se contagia. Ali sac-obal chamele ja' toj chopol chamel yu'un ta xnap! ta yan crixchano. La tuberculosis es una enfermedad muy mala porque es contagiosa. Véase nap'el"
5308,168,ta xnaqui,vi,verbo intransitivo,verbo,vive (en algún lugar),Li vinic le'e tey ta xnaqui li le! ta stenleje.,,,mnacal,en algún lugar; construir,"ta xnaqui vi vive (en algún lugar), construye casa (construir). Li vinic le'e tey ta xnaqui li le! ta stenleje. Aquel hombre va a construir su casa allá en el llano. Véase mnacal"
5309,168,"ta xnatub, ta xnatij",vi,verbo intransitivo,verbo,se alarga,,,,mat,"ropa, un camino, etc.","ta xnatub, ta xnatij vi se alarga (ropa, un camino, etc.) Véase mat"
5310,168,ta xmauj,vi,verbo intransitivo,verbo,hila. Li antse yacal ta,Li antse yacal ta xmauj.,,,no,,ta xmauj vi hila. Li antse yacal ta xmauj. La señora está hilando. Véase no
5311,168,ta xna'levan,vi,verbo intransitivo,verbo,hace burla Véase,,,,na'leel,,ta xna'levan vi hace burla Véase na'leel
5312,168,ta xnel,vi,verbo intransitivo,verbo,"salda, liquida (su deuda).",,,,nelesel,su deuda,"ta xnel vi salda, liquida (su deuda). Oc'ob ta xnel li quil avu'une. Mañana voy a liquidar mi deuda con usted. Véase nelesel"
5313,168,ta xnel yabtel,vi,verbo intransitivo,verbo,termina su trabajo.,Li avi xemanae ta xnel xa cabtel yu'un oy ep jvinictac.,,,nelesel,,ta xnel yabtel vi termina su trabajo. 181 Li avi xemanae ta xnel xa cabtel yu'un oy ep jvinictac. Esta semana terminará mi trabajo porque tengo muchos ayudantes. Véase nelesel
5314,169,ta xnet'uj,vi,verbo intransitivo,verbo,se pone abajo de una,,,,net'el,,"ta xnet'uj vi se pone abajo de una cosa. Q'uejic li machitae, mi mo'oje ta xnet'uj ta lum. Hagan a un lado el machete porque si no, se va a enterrar en la tierra. Véase net'el"
5315,169,ta xnic,vi,verbo intransitivo,verbo,"tiembla: temblar, vibra. Ta",Ta xnic ta xiel li unene yu'un isibtesat yu'un li ts'i'e.,,,miquel ta xnic yo'non; ta xp'itulaj,,"ta xnic vi tiembla: temblar, vibra. Ta xnic ta xiel li unene yu'un isibtesat yu'un li ts'i'e. El niño tiembla de miedo porque lo asustó el perro. Véase miquel ta xnic yo'non Ixf late, palpita, pulsa el corazón Véase ta xp'itulaj"
5316,169,ta xnicav,vi,verbo intransitivo,verbo,cabecea. Li buch'u chac,Li buch'u chac vayuque ta xnicav.,,,niquel ta xnicubaj; ta xnicay,,ta xnicav vi cabecea. Li buch'u chac vayuque ta xnicav. El que tiene sueño cabecea. Véase niquel ta xnicubaj Ch/'en cabecea Véase ta xnicay
5317,169,ta xnichin,vi,verbo intransitivo,verbo,florea. Li cheneq'ue,Li cheneq'ue yora xa ta xnichin.,,,nichim,,ta xnichin vi florea. Li cheneq'ue yora xa ta xnichin. Ya es tiempo de que floree el frijol. Véase nichim
5318,169,ta xniji,vi,verbo intransitivo,verbo,se inclina. Li mole ta,Li mole ta xniji yu'un chac vayuc.,,,nijil,,ta xniji vi se inclina. Li mole ta xniji yu'un chac vayuc. El viejito se inclina porque tiene sueño. Véase nijil
5319,169,ta xnochi,vi,verbo intransitivo,verbo,se pega. Li c'orochoch,Li c'orochoch mute ta xnochi ta ch'ut te'.,,,mochol,,ta xnochi vi se pega. Li c'orochoch mute ta xnochi ta ch'ut te'. El pájaro carpintero se pega en los árboles. Véase mochol
5320,169,ta xmoj,vi,verbo intransitivo,verbo,"se llena, se harta (de",,,,noj,de comida; el río,"ta xmoj vi se llena, se harta (de comida); crece (el río). Ctaluc toj ech'em chac' jo'e ta xnoj li uc'ume. El río crece cuando llueve mucho. Véase noj"
5321,169,ta xnop,vr,verbo reflexivo,verbo,"se halla, se acostumbra.",,,,nopesel,,"ta xnop vr se halla, se acostumbra. Linop xa li'i. Ya hallé aquí. Véase nopesel"
5322,169,ta xnopoj,vi,verbo intransitivo,verbo,"se acerca, se arrima. Li",Li ch'oe ta xnopoj talel yo' bu oy li ixime.,,,,,"ta xnopoj vi se acerca, se arrima. Li ch'oe ta xnopoj talel yo' bu oy li ixime. La rata se acerca donde está"
5323,169,el maíz.,,,variante dialectal,ta,,Cham; Ch'en; Zin,Chamula; Chenalhó; Zinacantán,nopol,,"el maíz. Cham, Ch'en, Zin ta xnopaj Véase nopol"
5324,169,ta xnoyomaj,vi,verbo intransitivo,verbo,remuele: remoler.,,Ch'en,Chenalhó,noyel,,ta xnoyomaj vi remuele: remoler. Yacal ta xnoyomaj li antse. La ta xoj señora está remoliendo la masa. Ch'en ta xnoyobaj Véase noyel
5325,169,ta xnuji,vi,verbo intransitivo,verbo,se voltea p.ej. una olla,Ta xnuji ta balumil li unene.,,,mujul,,"ta xnuji vi se voltea p.ej. una olla, se acuesta boca abajo. Ta xnuji ta balumil li unene. El niño se acuesta en el suelo boca abajo. Véase mujul"
5326,169,ta xmujp'ij,vi,verbo intransitivo,verbo,se cae boca abajo,,,,mujul,,ta xmujp'ij vi se cae boca abajo Véase mujul
5327,169,ta xnupun,vi,verbo intransitivo,verbo,se casa. Ta xnupun xa,Ta xnupun xa li tseub li'i.,,,,,ta xnupun vi se casa. Ta xnupun xa li tseub li'i. Ya se va a casar esta
5328,169,muchacha.,,,variante dialectal,ta xnupin Véase,,Ch'en,Chenalhó,nupunel,,muchacha. Ch'en ta xnupin Véase nupunel
5329,169,ta xnutsolaj,vi,verbo intransitivo,verbo,caza (de perros),Li tstite yacal ta xmutsolaj.,Ch'en,Chenalhó,nutsel,de perros,"ta xnutsolaj vi caza (de perros), corretea. Li tstite yacal ta xmutsolaj. El perro está cazando. Ch'en ta xmutsulaj Véase nutsel"
5330,169,ta xnuxij,vi,verbo intransitivo,verbo,nada. Li viniquetic le'e,Li viniquetic le'e ta xnuxijic ta uctum.,,,,,ta xnuxij vi nada. Li viniquetic le'e ta xnuxijic ta uctum. Aquellos
5331,169,hombres van a nadar al río.,,,variante dialectal,,,Cham,Chamula,nux,,hombres van a nadar al río. Cham ta xmuxinaj Véase nux
5332,169,ta xobta,vt,verbo transitivo,verbo,lo tose. Yacal ta xobta,,,,obal,,ta xobta vt lo tose. Yacal ta xobta loq'uel yobal li biq'uit quereme. El niño está tosiendo y sacando gargajos. Véase obal
5333,169,ta xoca,vt,verbo transitivo,verbo,"lo laza, lo enlaza",,,,,,"ta xoca vt lo laza, lo enlaza"
5334,169,ta xocob,vi,verbo intransitivo,verbo,se desocupa. Li sna li,Li sna li vinic li'i ta xocob xa yu'un ta xa xloc' li buch'u tey tiq'uile.,,,xocol,,ta xocob vi se desocupa. Li sna li vinic li'i ta xocob xa yu'un ta xa xloc' li buch'u tey tiq'uile. La casa de este hombre se va a desocupar porque ya van a salir los que están viviendo allí. Véase xocol
5335,169,ta xocobtas,vr,verbo reflexivo,verbo,"lo desocupa, lo vacía",,,,xocol,,"ta xocobtas vr lo desocupa, lo vacía Véase xocol"
5336,169,ta xoconta,vt,verbo transitivo,verbo,lo esconde (detrás de el,Li yelect li vinique mu xac' ta ilel solel ta xoconta.,,,xocon,"detrás de el, o a su lado","ta xoconta vt lo esconde (detrás de el, o a su lado). Li yelect li vinique mu xac' ta ilel solel ta xoconta. El hombre no quiere que nadie vea lo que robó y lo esconde detrás de él. Véase xocon"
5337,169,ta xoctan,vt,verbo transitivo,verbo,lo sienta en cuclillas. Li,Li antse ta xoc'an ta balumil li yole.,,,xoctol,,ta xoctan vt lo sienta en cuclillas. Li antse ta xoc'an ta balumil li yole. La mujer sienta a su hijo en cuclillas en el suelo. Véase xoctol
5338,169,ta xoj,vr,verbo reflexivo,verbo,"lo inserta, lo mete. Li",Li vacaxe ta xoj sjol ta moc yu'un chac ochuc.,,,xojel ta xoj,,"ta xoj vr lo inserta, lo mete. Li vacaxe ta xoj sjol ta moc yu'un chac ochuc. La vaca mete la cabeza en el cerco porque quiere entrar. Véase xojel ta xoj"
5339,170,ta xoj,,,variante dialectal,"lo enlaza, lo laza Véase",,Ch'en,Chenalhó,ta xoca; ta slucba,,"ta xoj Ch'en lo enlaza, lo laza Véase ta xoca; ta slucba"
5340,170,ta xojobian,vi,verbo intransitivo,verbo,"se refleja, resplandece",Li ue ta xojobian ta slaminail li jolnae.,,,,,"ta xojobian vi se refleja, resplandece, luce. Li ue ta xojobian ta slaminail li jolnae. La luna se refleja en las"
5341,170,láminas del techo.,,,variante dialectal,ta,,Cham,Chamula,xojobal,,láminas del techo. Cham ta xojobinan Ch/en ta xojoban Véase xojobal
5342,170,ta xojtaquin,vt,verbo transitivo,verbo,"lo conoce, lo",,,,,,"ta xojtaquin vt lo conoce, lo reconoce. Jna'tic mi ta xojtaquin li schi'il li jtote yu'un vo'one xa isctopon sbaic. Quién sabe si mi papá pueda reconocer a su amigo, porque hace mucho tiempo que se"
5343,170,dejaron de ver.,,,variante dialectal,ta,,Ch'en; Zin,Chenalhó; Zinacantán,ojtaquinel,,"dejaron de ver. Ch!en, Zin ta xojtiquin Véase ojtaquinel."
5344,170,ta xoni,vt,verbo transitivo,verbo,lo atranca. Li vinique ta,Li vinique ta xoni li tone yu'un chbalch'uj.,,,xonol,,ta xoni vt lo atranca. Li vinique ta xoni li tone yu'un chbalch'uj. El hombre va a atrancar la piedra porque se va a rodar. Véase xonol
5345,170,ta xoquib,vi,verbo intransitivo,verbo,"le da sarna, están","Oy buch'u chalic ti ta xoquib li tsfitetic ti mi ta stitic pescaroe, pero altic.",,,xoc,,"ta xoquib vi le da sarna, están saliendo manchas del mal de pinto. Oy buch'u chalic ti ta xoquib li tsfitetic ti mi ta stitic pescaroe, pero altic. Hay personas que creen que si los perros comen pescado les da sarna, pero no es cierto. Véase xoc"
5346,170,ta xoq'uesin cachu,,,variante dialectal,toca el cuerno,,Zin,Zinacantán,ta sjupan cachu,,ta xoq'uesin cachu Zin toca el cuerno Véase ta sjupan cachu
5347,170,ta xoq!ui,vi,verbo intransitivo,verbo,se sienta en cuclillas,Li t'ule ta xoqlui ta xve! ta jobeltic.,,,xoctol,animales y personas,ta xoq!ui vi se sienta en cuclillas (animales y personas). Li t'ule ta xoqlui ta xve! ta jobeltic. El conejo se sienta para comer en el zacatal. Véase xoctol
5348,170,ta xoqluita,vt,verbo transitivo,verbo,llora (por alguien). Li,Li biq'uit quereme ta xoq'uita li sme'e yu'un chamem.,,,"o0q'uel ta xot ví enreda (cable, alambre, mecate, etc; xotel","por alguien; cable, alambre, mecate, etc., formando un círculo","ta xoqluita vt llora (por alguien). Li biq'uit quereme ta xoq'uita li sme'e yu'un chamem. El niño llora por su mamá porque está muerta. Véase o0q'uel ta xot ví enreda (cable, alambre, mecate, etc., formando un círculo) Véase xotel"
5349,170,ta xotes,vt,verbo transitivo,verbo,lo mete p.ej. en la casa.,Li unen quereme ta xotes si' ta yut ma.,,,ochel,,ta xotes vt lo mete p.ej. en la casa. Li unen quereme ta xotes si' ta yut ma. El niño mete la leña dentro de la casa. ta xotes yulo! recibe visitantes Véase ochel
5350,170,ta xotp'in,vr,verbo reflexivo,verbo,lo enchueca,,Cham; Ch'en,Chamula; Chenalhó,,,"ta xotp'in vr lo enchueca Cham, Ch'en ta xotbin 182"
5351,170,ta xot sba,vr,verbo reflexivo,verbo,se enrosca (una víbora),,,,xotel,una víbora,ta xot sba vr se enrosca (una víbora) Véase xotel
5352,170,ta xpactomaj,vi,verbo intransitivo,verbo,remienda: remendar.,Li antse ta xpac'omaj ta jujun c!actal yu'un oy ep yalab.,,,paq'uel ta xpac' sat se vuelve estéril (la tierra); paq'uel,la tierra,"ta xpactomaj vi remienda: remendar. Li antse ta xpac'omaj ta jujun c!actal yu'un oy ep yalab. La señora remienda ropa todos los días porque tiene muchos niños. Véase paq'uel ta xpac' sat se vuelve estéril (la tierra). Ctaluc mu xich' ac'beel syaxal lumal li balumile ta xpac' sat. Cuando no se le echa abono a la tierra, se vuelve estéril. Véase paq'uel"
5353,170,ta xpac'tanij,vi,verbo intransitivo,verbo,tortéa,,,,pacttan,,ta xpac'tanij vi tortéa Véase pacttan
5354,170,ta xpacttsaj,vi,verbo intransitivo,verbo,se pone estéril (la,,,,paq'uel,la tierra,ta xpacttsaj vi se pone estéril (la tierra) Véase paq'uel
5355,170,ta xpaj,vi,verbo intransitivo,verbo,"se quita (dolor, ruido",,,,pajel,"dolor, ruido, lluvia, etc.","ta xpaj vi se quita (dolor, ruido, lluvia, etc.), “se detiene, escampa. Po'ot xa ta xpaj li abtele. Ya pronto van a dejar de hacer el trabajo. Véase pajel"
5356,170,ta xpajub,vi,verbo intransitivo,verbo,se agria. Loq'uesic ta,,,,poj ta xpamuc'tavan; ta spa'i,,"ta xpajub vi se agria. Loq'uesic ta ti! cloct li cheneq'ue mi mo'oje ta xpajub. Quiten la olla de frijoles que está cerca de la lumbre, si no, se van a agriar los frijoles. Véase poj ta xpamuc'tavan Ch/en espía Véase ta spa'i"
5357,170,ta xpanaji,vi,verbo intransitivo,verbo,"obra, evacua el vientre",,Ch'en,Chenalhó,panajel,,"ta xpanaji vi obra, evacua el vientre Ch'en ta xpanaj Véase panajel"
5358,170,ta xpas ta pecta se paraliza,,,variante dialectal,,,Cham; Ch'en; Zin,Chamula; Chenalhó; Zinacantán,,,"ta xpas ta pecta se paraliza Cham, Ch'en, Zin ta xpas ta moch' ta xpas ta taiv_se congela (un líquido"
5359,170,con el frío),,,variante dialectal,ta xpas ta bot,,Cham,Chamula,,,con el frío) Cham ta xpas ta bot
5360,170,ta xpati,vi,verbo intransitivo,verbo,"se agacha, se inclina, se",Li me! caxlane ta xpati xa yu'un chlec xa.,,,patal,acostar; gallina,"ta xpati vi se agacha, se inclina, se acuesta boca abajo (acostar), se echa (gallina). Li me! caxlane ta xpati xa yu'un chlec xa. La gallina ya va a echarse porque está clueca, Véase patal"
5361,170,ta xpaxyaj,vi,verbo intransitivo,verbo,pasea,,,,paxyal,,ta xpaxyaj vi pasea Véase paxyal
5362,170,ta xpaych'uj,vi,verbo intransitivo,verbo,"encumbra, pasa la",,,,ta xpas ta pecta 183,,"ta xpaych'uj vi encumbra, pasa la cumbre. Ti mi chijloc' sobe chijpaych'uj ech'el ta o'lol c'actal. Si salimos temprano, encumbramos al medio día. ta xpecta! [xt se paraliza Véase ta xpas ta pecta 183"
5363,171,ta xpetomaj,vi,verbo intransitivo,verbo,tiene en brazos a un,Li ants le'e ja' la ta xpetomaj.,,,,,ta xpetomaj vi tiene en brazos a un niño; va a ser padrino o madrina. Li ants le'e ja' la ta xpetomaj. Dicen que aquella mujer será la
5364,171,madrina.,,,variante dialectal,ta xpetumaj,,Ch'en,Chenalhó,petel,,madrina. Ch'en ta xpetumaj Véase petel
5365,171,ta xpetsi,vi,verbo intransitivo,verbo,se sienta: sentarse (en el,Ta xpetsi ta balumil li unen tseube yu'un mutyuc ctusi xchotlebin.,,,petsel ta xpich'aj yo'nton; chac slajes ya'i,en el suelo con los pies cruzados,ta xpetsi vi se sienta: sentarse (en el suelo con los pies cruzados). Ta xpetsi ta balumil li unen tseube yu'un mutyuc ctusi xchotlebin. La niña se sienta en el suelo con las piernas cruzadas porque no hay asiento. Véase petsel ta xpich'aj yo'nton Ch/en se antoja. Véase chac slajes ya'i
5366,171,ta xpimij,vi,verbo intransitivo,verbo,"se tupe (la hierba), crece",Li chobtique ta xpimij xa li yaq'uinale.,,,pim,la hierba; el pelo,"ta xpimij vi se tupe (la hierba), crece (el pelo). Li chobtique ta xpimij xa li yaq'uinale. La milpa se está tupiendo de hierbas. Véase pim"
5367,171,ta xpitsomaj,vi,verbo intransitivo,verbo,arranca p.ej. hierbas,,,,pitsel,,ta xpitsomaj vi arranca p.ej. hierbas Véase pitsel
5368,171,ta xpitstitstuj,,,variante dialectal,chirría,,Zin,Zinacantán,ta xquits'itstuj,,ta xpitstitstuj Zin chirría Véase ta xquits'itstuj
5369,171,ta xpitstomaj,vi,verbo intransitivo,verbo,"ordeña, exprime",,,,pitstel,,"ta xpitstomaj vi ordeña, exprime Véase pitstel"
5370,171,ta xpits'pomaj,,,variante dialectal,pía (los pollitos),,Zin,Zinacantán,xvichlajet,los pollitos,ta xpits'pomaj Zin pía (los pollitos) Véase xvichlajet
5371,171,"ta xpoj, ta xpojan",vi,verbo intransitivo,verbo,se ampolla. Mi,,,,pojel,,"ta xpoj, ta xpojan vi se ampolla. Mi ep ta x'abtej li viniquetique ta xpoj sctobic. Cuando trabajan mucho los hombres, se les ampollan las manos. Véase pojel"
5372,171,ta xpojovin,vi,verbo intransitivo,verbo,"se infecta, echa pus.",Li syaijemal li cate ta xpojovin; sc'an poxtael.,Ixt,Ixtapa,pojow,,"ta xpojovin vi se infecta, echa pus. Li syaijemal li cate ta xpojovin; sc'an poxtael. La herida del caballo está hechando pus; hay que curarlo. Ixt ta xpojvin Véase pojow"
5373,171,ta xpojvan,vi,verbo intransitivo,verbo,defiende: defender. Li,Li jlettesej-ctope ja! li buch'u ta xpojvane.,,,pojel,,ta xpojvan vi defiende: defender. Li jlettesej-ctope ja! li buch'u ta xpojvane. El licenciado es el que defiende. Véase pojel
5374,171,ta xpots'qluij_,vi,verbo intransitivo,verbo,se abolla. C'alal,,,,,,ta xpots'qluij_ vi se abolla. C'alal itstuj li taq'uinal p'ine ipots'q'uij. Al caerse se abolló la olla.
5375,171,ta xpoxtavan,vi,verbo intransitivo,verbo,cura. Li,Li jpoxtavaneje yacal ta xpoxtavan.,,,pox,,ta xpoxtavan vi cura. Li jpoxtavaneje yacal ta xpoxtavan. El doctor está curando. Véase pox
5376,171,ta xpo'otaj,vi,verbo intransitivo,verbo,"se acerca, se aproxima",Ta xpo'otaj xa yorail ta xpuxq'uij li turasnue.,,,polot,el tiempo,"ta xpo'otaj vi se acerca, se aproxima (el tiempo). Ta xpo'otaj xa yorail ta xpuxq'uij li turasnue. Ya se acerca el tiempo del durazno. Véase polot"
5377,171,ta xpue,vi,verbo intransitivo,verbo,1. se extiende: extenderse,Li jchamele ta xpue sctuxul li schamele.,,,puquel,,ta xpue vi 1. se extiende: extenderse p.ej. el dolor. Li jchamele ta xpue sctuxul li schamele. El dolor se extiende por el cuerpo del enfermo. 2. se esparce p.ej. noticias. Yacal ta xpuc sc'oplal li j'eleq'ue. Se está esparciendo la noticia del ladrón. Véase puquel
5378,171,ta xpucomaj,vi,verbo intransitivo,verbo,rasca p.ej. aves,Li me caxlane yacal ta xpucomaj ta tan.,,,puquel,,ta xpucomaj vi rasca p.ej. aves; reparte. Li me caxlane yacal ta xpucomaj ta tan. La gallina está rascando en la ceniza. Véase puquel
5379,171,"ta xpucunij, ta xpuquinaj",,,variante dialectal,,,Ch'en,Chenalhó,ta xpucomaj,,"ta xpucunij, ta xpuquinaj Ch'en rasca Véase ta xpucomaj"
5380,171,ta xpuch'i,vi,verbo intransitivo,verbo,"se acuesta: acostarse, se",Li tstile ta xpuch'i ta c'al na yu'un toj tsots yacal jo'.,,,puch'ul,,"ta xpuch'i vi se acuesta: acostarse, se echa. Li tstile ta xpuch'i ta c'al na yu'un toj tsots yacal jo'. El perro se echa al lado de la casa porque está lloviendo mucho. Véase puch'ul"
5381,171,ta xpuch'i,,,variante dialectal,se postra,,Cham; Ch'en; Zin,Chamula; Chenalhó; Zinacantán,ta xtali,,"ta xpuch'i Cham, Ch'en, Zin. se postra Véase ta xtali"
5382,171,ta xpuch'q'uij,vi,verbo intransitivo,verbo,se cae (de animal).,Li napuxe yacal xa ta xpul. | Ta xpuch'q'uij tana li ca'e yu'un toj ol yicats.,,,"pulel ta xpul ta toc [xt se nubla, se pone nublado; ta xbut!",de animal,"ta xpuch'q'uij vi se cae (de animal). Ta xpuch'q'uij tana li ca'e yu'un toj ol yicats. El caballo se va a caer porque pesa mucho la carga. ta xpul ví se multiplica. Li napuxe yacal xa ta xpul. La coliflor ya se está multiplicando. Véase pulel ta xpul ta toc [xt se nubla, se pone nublado Véase ta xbut!"
